PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2019-0263,08/18/2019,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,Asian/Pacifi | White,Male | Male,28 | 26,3 | 3,0 feet to 1 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No | No
FTN2019-0264,08/21/2019,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,48,14,0 feet to 1 feet,Male,White,,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,Yes
FTN2019-0266,08/23/2019,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (w/injury) | CEW Exhibited/Laser | Takedown (w/injury),L2 | L1 | L2,,Yes | Yes | Yes,White | Black | Black,Male | Male | Male,49 | 40 | 40,3 | 16 | 16,1 feet to 3 feet,Male,Black,29,,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No | No
FTN2019-0268,08/25/2019,FOB - Field Operations Bureau,3rd District,Task Force,Task Force A,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown Drugs,Yes | Yes,Black | White,Male | Male,33 | 26,7 | 6,0 feet to 1 feet,Male,White,,Medium,5'4'' to 5'6'',No,No,Yes,,Other,No | No
FTN2019-0269,08/25/2019,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,41,13,7 feet to 10 feet,Male,Black,31,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2019-0270,08/26/2019,FOB - Field Operations Bureau,1st District,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited) | Canine (No Bite),L1 | L2,Unknown,Yes | Yes,White | White,Male | Male,39 | 60,13 | 14,4 feet to 6 feet,Male,Black,31,Medium,6'1'' to 6'3'',No,No,Yes,,Flight from an Officer,No | No
FTN2019-0271,08/27/2019,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Regular Working,,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Black | Black,Male | Male,39 | 45,17 | 20,11 feet to 14 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,Yes,Yes,,Tactical Deployments,No | No
FTN2019-0272,08/28/2019,FOB - Field Operations Bureau,4th District,Task Force,,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,31,6,1 feet to 3 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2019-0274,08/28/2019,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Takedown (no injury),L1 | L1,Mentally unstable,Yes | Yes,White | White,Male | Male,40 | 30,8 | 6,0 feet to 1 feet,Male,Black,55,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No | No
FTN2019-0276,08/28/2019,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Alchohol,Yes,White,Male,38,13,0 feet to 1 feet,Female,White,38,Medium,5'7'' to 5'9'',No,No,Yes,,Battery on Police Officer,No
FTN2019-0273,08/28/2019,FOB - Field Operations Bureau,1st District,2nd Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Not Justified,Arresting,Good,Clear Conditions,CEW Exhibited/Laser | Force (Take Down),L1 | L2,Unknown,No | Yes,Hispanic | Hispanic,Male | Male,26 | 26,4 | 4,0 feet to 1 feet,Female,Black,62,Small,5'0'' to 5'3'',Yes,No,Yes,,Other,No | No
FTN2019-0275,08/29/2019,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes | Yes | Yes,Black | Black | Black | White | White | Hispanic,Male | Female | Female | Male | Female | Male,46 | 38 | 43 | 55 | 27 | 28,7 | 18 | 16 | 25 | 0 | 3,1 feet to 3 feet,Male,Black,21,Medium,5'4'' to 5'6'',No,Yes,No,,Other,Yes | No | Yes | Yes | Yes | No
FTN2019-0277,08/31/2019,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,31,5,1 feet to 3 feet,Female,Asian,,Medium,5'0'' to 5'3'',No,Yes,No,,refuse verbal commands,No
FTN2019-0278,08/31/2019,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Takedown (no injury),L1,None detected,Yes,Hispanic,Male,24,5,19 feet to 21 feet,Male,Black,33,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2019-0279,09/01/2019,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Force (Take Down),L2,None detected,Yes,White,Male,27,5,0 feet to 1 feet,Male,Black,26,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,Yes
FTN2019-0280,09/02/2019,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,White,Male,53,14,1 feet to 3 feet,Male,Black,35,XLarge,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2019-0281,09/02/2019,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,CEW Deployment | Takedown (no injury),L2 | L1,Mentally unstable,No | No,Black | Asian/Pacifi,Female | Male,31 | 24,4 | 3,0 feet to 1 feet,Male,Black,27,Medium,5'4'' to 5'6'',No,No,No,,refuse verbal commands,No | No
FTN2019-0282,09/03/2019,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment,L2,Unknown,No,Black,Male,29,5,7 feet to 10 feet,Male,Black,37,Medium,,Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2019-0284,09/05/2019,PIB - Public Integrity Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes,White | Hispanic | White,Male | Male | Female,42 | 34 | 23,19 | 5 | 3,0 feet to 1 feet,Female,Black,45,Large,5'0'' to 5'3'',No,Yes,No,,refuse verbal commands,No | No | No
FTN2019-0285,09/05/2019,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,CEW Deployment,L2,None detected,No,Black,Male,29,5,15 feet to 18 feet,Male,Black,49,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2019-0283,09/05/2019,FOB - Field Operations Bureau,4th District,Task Force,Squad B,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown Drugs | Unknown Drugs,Yes,Black,Male,52,24,4 feet to 6 feet | 4 feet to 6 feet,Male | Male,Black | Black,38 | 39,Medium | Medium,6'1'' to 6'3'' | 6'1'' to 6'3'',No | No,No | No,Yes | Yes,,Room Clearing,No
FTN2019-0288,09/08/2019,FOB - Field Operations Bureau,4th District,D.I.U.,Squad 2,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes,White | American Ind | White,Male | Male | Male,33 | 25 | 32,8 | 3 | 3,7 feet to 10 feet,Male,Black,55,Medium,5'7'' to 5'9'',No,Yes,No,,Weapon Exhibited,No | No | No
FTN2019-0287,09/08/2019,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,45,13,0 feet to 1 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,No,,Room clearing,No
FTN2019-0289,09/09/2019,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Unknown Working Status,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Takedown (no injury) | Hands | Takedown (no injury),L1 | L1 | L1 | L1,Alchohol and unknown drugs,No | Yes | No | Yes,Black | Black | White | White,Male | Male | Male | Male,44 | 44 | 37 | 37,7 | 7 | 3 | 3,0 feet to 1 feet,Male,Black,0,Medium,> 6'3'',No,Yes,No,,refuse verbal commands,No | No | No | No
FTN2019-0289,09/09/2019,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Unknown Working Status,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Takedown (no injury) | Hands | Takedown (no injury),L1 | L1 | L1 | L1,Alchohol and unknown drugs,No | Yes | No | Yes,Black | Black | White | White,Male | Male | Male | Male,44 | 44 | 37 | 37,7 | 7 | 3 | 3,0 feet to 1 feet,Male,Black,0,Medium,> 6'3'',No,Yes,No,,refuse verbal commands,No | No | No | No
FTN2019-0290,09/10/2019,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Unknown Working Status,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Alchohol and unknown drugs | Alchohol and unknown drugs,Yes | Yes,Not Specifie | White,Male | Male,23 | 28,4 | 3,19 feet to 21 feet | 19 feet to 21 feet,Male | Female,Black | Black,29 | 25,Small | Small,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Weapon Exhibited,No | No
FTN2016-0161,03/20/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands | CEW Exhibited/Laser | Hands,L1 | L1 | L1,None detected,Yes | No | Yes,White | White | White,Male | Male | Male,32 | 42 | 42,16 | 24 | 24,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No | No | No
FTN2019-0292,09/15/2019,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Takedown (w/injury),L2,Alchohol,Yes,Black,Male,29,5,0 feet to 1 feet,Male,White,71,Large,6'1'' to 6'3'',Yes,Yes,Yes,,refuse verbal commands,No
FTN2019-0293,09/16/2019,FOB - Field Operations Bureau,3rd District,Task Force,Task Force A,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Hispanic,Male,42,5,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2019-0294,09/19/2019,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury) | Takedown (no injury),L1 | L1 | L1,Alchohol,Yes | Yes | Yes,Black | Not Specifie | White,Female | Male | Male,33 | 23 | 28,5 | 4 | 3,1 feet to 3 feet,Male,Black,54,Medium,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2019-0295,09/20/2019,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | CEW Deployment,L1 | L2,Mentally unstable,Yes | Yes,Black | White,Male | Male,36 | 45,15 | 13,1 feet to 3 feet,Male,Black,21,Large,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,Yes | No
FTN2019-0296,09/21/2019,FOB - Field Operations Bureau,3rd District,Task Force,Task Force A,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited) | CEW Deployment | Firearm (Exhibited) | Firearm (Exhibited),L1 | L2 | L1 | L1,None detected,Yes | Yes | Yes | Yes,White | White | White | Black,Male | Male | Male | Male,26 | 26 | 35 | 25,5 | 5 | 5 | 4,1 feet to 3 feet,Male,Black,31,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No | No | No | No
FTN2019-0297,09/21/2019,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Light,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown | Unknown | Unknown,Yes | Yes | Yes,White | White | White,Male | Male | Female,29 | 28 | 24,6 | 5 | 4,1 feet to 3 feet | 1 feet to 3 feet | 1 feet to 3 feet,Male | Male | Male,Black | Black | Black,13 | 14 | 16,Large | Large | Large,5'0'' to 5'3'' | 5'0'' to 5'3'' | 5'0'' to 5'3'',No | No | No,No | No | No,Yes | Yes | Yes,,Flight from an Officer,No | No | No
FTN2019-0298,09/22/2019,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Hands | Takedown (no injury) | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1 | L1,Unknown,Yes | Yes | Yes | Yes | Yes | Yes,Black | White | White | White | White | Hispanic,Male | Male | Male | Male | Male | Male,36 | 25 | 25 | 28 | 30 | 37,7 | 5 | 5 | 5 | 4 | 3,0 feet to 1 feet,Male,Black,35,Large,5'10'' to 6'0'',No,Yes,Yes,,Resisting Lawful Arrest,No | No | No | No | No | No
FTN2019-0299,09/23/2019,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Female,26,6,1 feet to 3 feet,Male,Black,59,,6'1'' to 6'3'',No,No,No,,Weapon Exhibited,No
FTN2019-0300,09/23/2019,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Rifle (Pointed),L1 | L1,Unknown,Yes | Yes,Black | Asian/Pacifi,Female | Male,31 | 24,4 | 3,7 feet to 10 feet,Male,Black,0,Medium,5'7'' to 5'9'',No,No,No,,Flight from an Officer,No | No
FTN2019-0301,09/28/2019,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Unknown Working Status,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,30,3,0 feet to 1 feet,Male,White,46,Small,5'4'' to 5'6'',Yes,No,Yes,,Battery on Police Officer,Yes
FTN2019-0302,09/28/2019,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Takedown (no injury) | Firearm (Exhibited),L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes,Black | Black | White,Male | Male | Male,36 | 36 | 36,4 | 4 | 4,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,20 | 16,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,refuse verbal commands,No | No | No
FTN2019-0303,09/28/2019,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Force (Take Down),L2,Alchohol and unknown drugs,Yes,White,Male,36,6,0 feet to 1 feet,Male,White,48,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,Yes
FTN2019-0304,09/29/2019,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment | Hands | CEW Deployment | CEW Deployment,L2 | L1 | L2 | L2,Mentally unstable,No | Yes | Yes | No,White | Black | Black | Black,Male | Male | Male | Male,32 | 24 | 24 | 33,6 | 4 | 4 | 2,4 feet to 6 feet,Male,Black,43,Medium,,No,Yes,No,,refuse verbal commands,No | No | No | No
FTN2019-0304,09/29/2019,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment | Hands | CEW Deployment | CEW Deployment,L2 | L1 | L2 | L2,Mentally unstable,No | Yes | Yes | No,White | Black | Black | Black,Male | Male | Male | Male,32 | 24 | 24 | 33,6 | 4 | 4 | 2,4 feet to 6 feet,Male,Black,43,Medium,,No,Yes,No,,refuse verbal commands,No | No | No | No
FTN2019-0306,09/30/2019,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Male,24,4,22 feet to 25 feet,Male,Black,,Medium,,No,No,No,,Weapon Exhibited,No
FTN2019-0305,09/30/2019,FOB - Field Operations Bureau,3rd District,C Platoon,Task Force A,Regular Working,Between 7am-3pm,Completed,UOF Justified With Training,Traffic Stop,Good,Clear Conditions,Hands | Force (Take Down) | Head Strike (No Wep),L1 | L2 | L3,None detected,No | Yes | Yes,Hispanic | White | White,Male | Male | Male,42 | 35 | 35,5 | 5 | 5,1 feet to 3 feet,Male,Black,55,Medium,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,No | No | No
FTN2019-0307,09/30/2019,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,30,7,0 feet to 1 feet,Male,Black,26,Medium,6'1'' to 6'3'',No,No,Yes,,Battery on Police Officer,No
FTN2019-0309,10/01/2019,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (w/injury) | Takedown (w/injury),L2 | L2,Mentally unstable,No | No,White | Black,Male | Male,24 | 24,3 | 3,0 feet to 1 feet,Male,Black,34,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2019-0310,10/02/2019,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,22,3,7 feet to 10 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2019-0308,10/03/2019,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,31,6,1 feet to 3 feet,Female,Black,23,Small,< 5'0'',No,No,Yes,,refuse verbal commands,No
FTN2019-0311,10/03/2019,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,CEW Deployment | Force (Take Down),L2 | L2,Unknown,No | Yes,Black | Black,Male | Male,36 | 36,4 | 4,1 feet to 3 feet,Male,Black,47,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No
FTN2019-0311,10/03/2019,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,CEW Deployment | Force (Take Down),L2 | L2,Unknown,No | Yes,Black | Black,Male | Male,36 | 36,4 | 4,1 feet to 3 feet,Male,Black,47,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No
FTN2019-0313,10/03/2019,FOB - Field Operations Bureau,7th District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Hispanic,Male,31,5,11 feet to 14 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,No,,Flight from an Officer,No
FTN2019-0312,10/03/2019,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,Alchohol,Yes,Black,Female,51,20,0 feet to 1 feet,Male,Black,52,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2019-0314,10/04/2019,FOB - Field Operations Bureau,4th District,ISB Staff,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Head Strike (No Wep) | Hands,L3 | L1,Unknown,Yes | Yes,Hispanic | Black,Male | Male,51 | 31,24 | 6,0 feet to 1 feet,Male,Black,30,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,Yes | No
