 RIN, Primary Key, Date Occurred, Time Occurred, Location, Area Command, Nature of Contact, Reason Desc, R2R Level,Master Subject ID, Subject Sex, Subject Race, Subject Ethnicity, Subject Conduct Desc, Subject Resistance, Weapon Used 1, Weapon Used 2,Weapon Used 3, Weapon Used 4, Weapon Used 5, Number Shots, Subject Effects, Effect on Officer, Officer Organization Desc, Officer Commission Date,Officer Yrs of Service, X-Coordinate, Y-Coordinate,CouncilDistrict
"158,003","2,015,790,188",03/20/2015 12:00:00 AM,0201,E 6TH ST / TRINITY ST,GE,VIEWED OFFENSE,NECESSARY TO DEFEND REPORTING OFFICER,3,459256292: 2015790188,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,03/27/1998 12:00:00 AM,17,"3,115,416","10,070,416",9
"158,063","2,015,790,188",03/20/2015 12:00:00 AM,0201,E 6TH ST / TRINITY ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459256374: 2015790188,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CHEMICAL AGENT - O C SPRAY,CED - DRIVE STUN-ENTER # SHOTS,,,,1,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,04/27/2007 12:00:00 AM,8,"3,115,416","10,070,416",9
"158,064","2,015,790,188",03/20/2015 12:00:00 AM,0201,E 6TH ST / TRINITY ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459256292: 2015790188,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CHEMICAL AGENT - O C SPRAY,,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,04/27/2007 12:00:00 AM,8,"3,115,416","10,070,416",9
"157,594","2,015,800,171",03/21/2015 12:00:00 AM,0147,4508 N IH 35 SVRD SB,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,2,459256653: 2015800171,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,12/13/2013 12:00:00 AM,1,"3,122,717","10,083,811",9
"157,596","2,015,781,635",03/21/2015 12:00:00 AM,1832,600 NECHES ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459256102: 2015781635,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,NO COMPLAINT OF INJURY/PAIN,,GEORGE 300 REG I PATROL,11/30/2012 12:00:00 AM,2,"3,115,747","10,070,360",9
"157,600","2,015,801,952",03/21/2015 12:00:00 AM, ,1700 TERI RD,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,2,185336881: 2015801952,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,04/23/2010 12:00:00 AM,5,"3,110,785","10,047,817",2
"157,622","2,015,800,023",03/21/2015 12:00:00 AM,1215,400 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459256621: 2015800023,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,FRANK 800 REG IV PATROL,03/23/2012 12:00:00 AM,3,"3,115,491","10,070,521",9
"157,624","2,015,800,688",03/21/2015 12:00:00 AM,1054,5701 TRACY LYNN LN,CH,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,172557347: 2015800688,F,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,02/08/2002 12:00:00 AM,13,"3,131,592","10,066,620",3
"157,625","2,015,801,826",03/21/2015 12:00:00 AM, ,400 BLOCK E 6TH ST,GE,VIEWED OFFENSE,"IN CUSTODY, MAINTAINING CONTROL",3,241828340: 2015801826,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,ACADEMY CONTINUING EDUCATION REG II,04/27/2007 12:00:00 AM,8,"3,115,491","10,070,521",9
"157,641","2,015,801,196",03/21/2015 12:00:00 AM,2326,500 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,2,459256837: 2015801196,M,W,N,,EMPTY HAND ACTIVE AGGRESSION,IMPACT WEAPON - BATON,,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 100 REG II PATROL,04/23/2010 12:00:00 AM,5,"3,115,841","10,070,419",9
"157,663","2,015,801,969",03/21/2015 12:00:00 AM,0223,4801 RED RIVER ST,BA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,85334309: 2015801969,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,03/21/2014 12:00:00 AM,1,"3,122,201","10,085,803",9
"157,701","2,015,801,969",03/21/2015 12:00:00 AM,2335,4801 RED RIVER ST,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,85334309: 2015801969,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,,CHARLIE 400 REG III PATROL,12/13/2013 12:00:00 AM,1,"3,122,201","10,085,803",9
"157,722","2,015,801,416",03/21/2015 12:00:00 AM, ,300 BLOCK E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,2,459257633: 2015801416,M,B,,,EMPTY HAND ACTIVE AGGRESSION,IMPACT WEAPON - BATON,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GANG SUPPRESSION UNIT OCD,07/21/1995 12:00:00 AM,20,"3,115,155","10,070,604",9
"157,746","2,015,801,416",03/21/2015 12:00:00 AM, ,300 BLOCK E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459258026: 2015801416,M,B,,,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,11/21/1997 12:00:00 AM,17,"3,115,155","10,070,604",9
"157,747","2,015,800,898",03/21/2015 12:00:00 AM,1345,3000 GUADALUPE ST,BA,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,2,32509001: 2015800898,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CRIMINAL CONSPIRACY 1,04/27/2007 12:00:00 AM,8,"3,114,168","10,081,375",9
"158,221","2,015,781,635",03/21/2015 12:00:00 AM, ,600 NECHES ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459256102: 2015781635,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 800 REG II PATROL,03/22/2013 12:00:00 AM,2,"3,115,747","10,070,360",9
"158,845","2,015,800,171",03/21/2015 12:00:00 AM,0147,4508 N IH 35 SVRD SB,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459256653: 2015800171,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 500 REG I PATROL,03/21/2014 12:00:00 AM,1,"3,122,717","10,083,811",9
"159,023","2,015,801,969",03/21/2015 12:00:00 AM,2335,4801 RED RIVER ST,BA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,85334309: 2015801969,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION,OTHER,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,12/13/2013 12:00:00 AM,1,"3,122,201","10,085,803",9
"175,500","2,015,801,196",03/21/2015 12:00:00 AM, ,500 E 6TH ST,GE,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,1,459256837: 2015801196,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,DEATH,NO COMPLAINT OF INJURY/PAIN,CRIMINAL INTERDICTION / K9,06/23/2006 12:00:00 AM,9,"3,115,841","10,070,419",9
"157,598","2,015,811,354",03/22/2015 12:00:00 AM,1726,9400 BLOCK S 1ST ST,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,170133118: 2015811354,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 400 REG IV PATROL,11/30/2012 12:00:00 AM,2,"3,096,605","10,033,895",5
"157,681","2,015,811,494",03/22/2015 12:00:00 AM,1824,8801 S IH 35 SVRD NB,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459257100: 2015811494,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,2,MINOR INJURY,MINOR INJURY,FRANK 300 REG IV PATROL,06/23/2006 12:00:00 AM,9,"3,102,586","10,034,201",2
"157,721","2,015,811,364",03/22/2015 12:00:00 AM,1708,4607 W BRAKER LN,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458930984: 2015811364,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN,ADAM 300 REG II PATROL,06/27/2003 12:00:00 AM,12,"3,112,480","10,118,634",7
"157,781","2,015,810,311",03/22/2015 12:00:00 AM, ,412 E 6TH ST,GE,VIEWED OFFENSE,"IN CUSTODY, MAINTAINING CONTROL",3,208668652: 2015810311,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,NO COMPLAINT OF INJURY/PAIN,,CHILD ABUSE VIOL CRIMES INVEST,07/25/1997 12:00:00 AM,18,"3,115,629","10,070,484",9
"157,823","2,015,810,311",03/22/2015 12:00:00 AM,0100,412 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,2,305598495: 2015810311,M,B,N,,EMPTY HAND ACTIVE AGGRESSION,IMPACT WEAPON - BATON,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,11/21/1997 12:00:00 AM,17,"3,115,629","10,070,484",9
"157,930","2,015,810,227",03/22/2015 12:00:00 AM,0307,8103 VIEW RIDGE DR,CH,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,458780846: 2015810227,M,W,H,EDP/MENTALLY UNSTABLE,EDGED WEAPON,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 600 REG III PATROL,11/30/2012 12:00:00 AM,2,"3,150,035","10,082,746",1
"157,941","2,015,811,354",03/22/2015 12:00:00 AM, ,9400 BLOCK S 1ST ST,FR,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,170133118: 2015811354,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 400 REG IV PATROL,12/13/2013 12:00:00 AM,1,"3,096,605","10,033,895",5
"157,961","2,015,810,227",03/22/2015 12:00:00 AM,0220,8103 VIEW RIDGE DR,CH,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,2,458780846: 2015810227,M,W,H,EDP/MENTALLY UNSTABLE,EMPTY HAND ACTIVE AGGRESSION; EDGED WEAPON,CED - PRONGS MISSED-ENTER # SHOTS,CED - PRONGS-ENTER # SHOTS,,,,2,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 600 REG III PATROL,07/08/2005 12:00:00 AM,10,"3,150,035","10,082,746",1
"157,981","2,015,810,311",03/22/2015 12:00:00 AM, ,412 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,3,1023172: 2015810311,,,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CHEMICAL AGENT - O C SPRAY,,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,CRIMINAL CONSPIRACY 1,02/01/1991 12:00:00 AM,24,"3,115,629","10,070,484",9
"157,664","2,015,820,147",03/23/2015 12:00:00 AM,0233,43 RAINEY ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,5051104: 2015820147,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,02/09/2016 12:00:00 AM,-1,"3,115,463","10,066,390",9
"157,702","2,015,820,147",03/23/2015 12:00:00 AM,0237,43 RAINEY ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,23,5051104: 2015820147,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,1,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 1 REG III HWY ENFORCEMENT,06/23/2006 12:00:00 AM,9,"3,115,463","10,066,390",9
"157,864","2,015,820,767",03/23/2015 12:00:00 AM, ,1030 NORWOOD PARK BLVD,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,85131738: 2015820767,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,IDA 200 REG I PATROL,02/08/2002 12:00:00 AM,13,"3,129,997","10,096,983",4
"157,888","2,015,820,767",03/23/2015 12:00:00 AM,1359,1030 NORWOOD PARK BLVD,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,85131738: 2015820767,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,01/02/2009 12:00:00 AM,6,"3,129,997","10,096,983",4
"157,925","2,015,820,767",03/23/2015 12:00:00 AM,1147,1030 NORWOOD PARK BLVD,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,85131738: 2015820767,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,06/23/2006 12:00:00 AM,9,"3,129,997","10,096,983",4
"157,743","2,015,830,146",03/24/2015 12:00:00 AM,0302,6518 ED BLUESTEIN BLVD SB,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459257780: 2015830146,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,IMPACT WEAPON - BATON,,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,HENRY 700 REG III PATROL,05/17/2013 12:00:00 AM,2,"3,139,623","10,084,179",1
"157,745","2,015,830,055",03/24/2015 12:00:00 AM,0051,1660 E 51ST ST,ID,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,153174441: 2015830055,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,,,,,1,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,12/12/2014 12:00:00 AM,0,"3,127,856","10,084,304",4
"157,822","2,015,831,676",03/24/2015 12:00:00 AM,2140,6324 CIRCULO DE AMISTAD,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,153160888: 2015831676,F,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,12/12/2014 12:00:00 AM,0,"3,129,293","10,058,727",3
"157,841","2,015,831,053",03/24/2015 12:00:00 AM,1814,ANDERSON MILL RD / N US 183 HWY SVRD SB,AD,OTHER,TO RESTRAIN FOR SUBJECTS SAFETY,3,168899934: 2015831053,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 500 REG II PATROL,12/13/2013 12:00:00 AM,1,"3,097,618","10,136,061",6
"157,861","2,015,831,053",03/24/2015 12:00:00 AM,1515,ANDERSON MILL RD / N US 183 HWY SVRD SB,AD,OTHER,TO RESTRAIN FOR SUBJECTS SAFETY,3,168899934: 2015831053,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 500 REG II PATROL,03/21/2014 12:00:00 AM,1,"3,097,618","10,136,061",6
"157,862","2,015,831,676",03/24/2015 12:00:00 AM,2140,6324 CIRCULO DE AMISTAD,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,153160888: 2015831676,F,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,10/07/2011 12:00:00 AM,3,"3,129,293","10,058,727",3
"157,863","2,015,830,465",03/24/2015 12:00:00 AM,0920,5400 BLOCK MIDDLE FISKVILLE RD,ID,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,2,7865222: 2015830465,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,2,MINOR INJURY; COMPLAINT OF INJURY/PAIN,MINOR INJURY,IDA 100 REG I PATROL,04/23/2010 12:00:00 AM,5,"3,122,694","10,088,477",4
"158,021","2,015,830,146",03/24/2015 12:00:00 AM, ,6518 ED BLUESTEIN BLVD SB,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459257780: 2015830146,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,03/21/2014 12:00:00 AM,1,"3,139,623","10,084,179",1
"158,045","2,015,830,146",03/24/2015 12:00:00 AM,0252,6518 ED BLUESTEIN BLVD SB,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459257780: 2015830146,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,12/12/2014 12:00:00 AM,0,"3,139,623","10,084,179",1
"157,821","2,015,840,060",03/25/2015 12:00:00 AM,1249,2210 PASADENA DR,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,209650050: 2015840060,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,,,,,1,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,05/30/2014 12:00:00 AM,1,"3,116,415","10,100,387",7
"157,882","2,015,841,253",03/25/2015 12:00:00 AM,1630,4320 S CONGRESS AVE,DA,WARRANT SERVICE,NECESSARY TO EFFECT ARREST / DETENTION,3,459027331: 2015841253,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,01/02/2009 12:00:00 AM,6,"3,107,029","10,052,747",3
"157,883","2,015,841,915",03/25/2015 12:00:00 AM,2251,500 E 7TH ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,13369825: 2015841915,F,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,05/17/2013 12:00:00 AM,2,"3,115,952","10,070,759",9
"157,884","2,015,841,788",03/25/2015 12:00:00 AM,2255,2700 GRACY FARMS LN,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459258877: 2015841788,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 800 REG II PATROL,11/30/2012 12:00:00 AM,2,"3,122,542","10,121,386",7
"157,885","2,015,841,762",03/25/2015 12:00:00 AM, ,WASSAIL ST / PALO BLANCO LN,FR,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,307495719: 2015841762,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,03/21/2014 12:00:00 AM,1,"3,115,326","10,042,330",2
"157,886","2,015,840,831",03/25/2015 12:00:00 AM,1241,13641 N IH 35 SVRD NB,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,29360597: 2015840831,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 100 REG II PATROL,03/23/2012 12:00:00 AM,3,"3,135,611","10,127,970",7
"158,044","2,015,870,452",03/28/2015 12:00:00 AM,0446,1950 WEBBERVILLE RD,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,436273528: 2015870452,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,03/23/2012 12:00:00 AM,3,"3,136,562","10,077,162",1
"157,901","2,015,841,788",03/25/2015 12:00:00 AM,2138,2700 GRACY FARMS LN,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459258877: 2015841788,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 800 REG II PATROL,05/30/2014 12:00:00 AM,1,"3,122,542","10,121,386",7
